       374,     74600, 15954,  1355,  3403,   109, 24881, 27217
       375,     74800, 16012,  1809,  2833,    62, 25376, 27492
       376,     75000, 16012,  2288,  2285,    23, 25653, 27696
       377,     75200, 15963,  2794,  1764,     0, 25686, 27604
       378,     75400, 15929,  3364,  1310,    57, 25716, 27318
       379,     75600, 15958,  4020,   951,   240, 25995, 27156
       380,     75800, 16026,  4749,   676,   527, 26495, 27299
       381,     76000, 16069,  5509,   448,   852, 26940, 27593
       382,     76200, 16047,  6275,   246,  1172, 27103, 27720
       383,     76400, 15983,  7058,    85,  1514, 27033, 27522
       384,     76600, 15940,  7890,     0,  1935, 26981, 27166
       385,     76800, 15952,  8787,    11,  2467, 27142, 26953
       386,     77000, 15991,  9730,   102,  3081, 27459, 27000
       387,     77200, 16004, 10684,   243,  3721, 27703, 27138
       388,     77400, 15969, 11634,   420,  4365, 27739, 27122
       389,     77600, 15920, 12595,   652,  5042, 27657, 26895
       390,     77800, 15899, 13587,   962,  5792, 27653, 26631
       391,     78000, 15912, 14610,  1353,  6617, 27793, 26522
       392,     78200, 15923, 15639,  1802,  7479, 27948, 26561
       393,     78400, 15896, 16649,  2286,  8338, 27943, 26556
       394,     78600, 15834, 17638,  2806,  9194, 27756, 26352
       395,     78800, 15780, 18627,  3385, 10086, 27546, 26011
       396,     79000, 15768, 19631,  4038, 11045, 27490, 25747
       397,     79200, 15787, 20640,  4757, 12054, 27587, 25695
       398,     79400, 15794, 21624,  5515, 13067, 27661, 25767
       399,     79600, 15759, 22563,  6291, 14052, 27552, 25751
       400,     79800, 15695, 23463,  7091, 15017, 27276, 25531
       401,     80000, 15642, 24340,  7932, 15997, 26991, 25200
       402,     80200, 15623, 25204,  8827, 17012, 26829, 24950
       403,     80400, 15625, 26045,  9762, 18043, 26765, 24869
       404,     80600, 15613, 26839, 10714, 19052, 26662, 24862
       405,     80800, 15572, 27576, 11672, 20022, 26432, 24772
       406,     81000, 15524, 28263, 12643, 20968, 26131, 24562
       407,     81200, 15496, 28914, 13640, 21915, 25884, 24339
       408,     81400, 15492, 29529, 14661, 22862, 25737, 24227
       409,     81600, 15488, 30091, 15687, 23782, 25603, 24222
       410,     81800, 15460, 30584, 16700, 24646, 25363, 24197
       411,     82000, 15408, 31007, 17699, 25453, 25000, 24044
       412,     82200, 15362, 31375, 18694, 26228, 24623, 23800
       413,     82400, 15346, 31699, 19696, 26992, 24354, 23611
       414,     82600, 15355, 31976, 20698, 27736, 24207, 23578
       415,     82800, 15361, 32188, 21680, 28430, 24068, 23650
       416,     83000, 15341, 32323, 22625, 29049, 23827, 23688
       417,     83200, 15302, 32383, 23533, 29597, 23481, 23602
       418,     83400, 15270, 32382, 24415, 30097, 23129, 23443
       419,     83600, 15261, 32330, 25278, 30563, 22861, 23334
       420,     83800, 15267, 32222, 26112, 30985, 22669, 23338
       421,     84000, 15267, 32047, 26903, 31341, 22471, 23403
       422,     84200, 15252, 31800, 27643, 31621, 22211, 23429
       423,     84400, 15234, 31489, 28334, 31835, 21923, 23391
       424,     84600, 15231, 31126, 28986, 32000, 21688, 23356
       425,     84800, 15245, 30714, 29596, 32118, 21535, 23402
       426,     85000, 15261, 30244, 30154, 32173, 21406, 23526
       427,     85200, 15261, 29709, 30646, 32147, 21220, 23641
       428,     85400, 15246, 29112, 31073, 32042, 20964, 23675
       429,     85600, 15236, 28466, 31442, 31877, 20708, 23648
       430,     85800, 15247, 27783, 31763, 31669, 20541, 23659
       431,     86000, 15277, 27064, 32032, 31417, 20477, 23780
       432,     86200, 15307, 26302, 32238, 31103, 20444, 23984
       433,     86400, 15323, 25492, 32372, 30714, 20365, 24177
       434,     86600, 15326, 24637, 32434, 30254, 20230, 24295
       435,     86800, 15333, 23751, 32434, 29740, 20099, 24360
       436,     87000, 15354, 22842, 32377, 29186, 20032, 24452
       437,     87200, 15386, 21913, 32262, 28590, 20028, 24615
       438,     87400, 15415, 20960, 32082, 27940, 20038, 24819
       439,     87600, 15436, 19983, 31833, 27235, 20024, 25003
       440,     87800, 15455, 18989, 31521, 26483, 20008, 25146
       441,     88000, 15484, 17991, 31155, 25699, 20040, 25292
       442,     88200, 15525, 16992, 30736, 24889, 20139, 25490
       443,     88400, 15567, 15990, 30260, 24044, 20266, 25738
       444,     88600, 15598, 14983, 29721, 23157, 20363, 25977
       445,     88800, 15618, 13974, 29124, 22231, 20420, 26155
       446,     89000, 15639, 12976, 28476, 21283, 20482, 26286
       447,     89200, 15674, 11998, 27788, 20327, 20609, 26433
       448,     89400, 15722, 11045, 27061, 19367, 20814, 26647
       449,     89600, 15771, 10112, 26293, 18396, 21051, 26915
       450,     89800, 15809,  9199, 25479, 17406, 21265, 27175
       451,     90000, 15838,  8308, 24623, 16402, 21447, 27380
       452,     90200, 15867,  7449, 23735, 15398, 21630, 27542
       453,     90400, 15904,  6630, 22822, 14405, 21853, 27708
       454,     90600, 15947,  5853, 21886, 13425, 22117, 27909
